1	0.00000000	1.00000000	   
2	0.00000000	0.95000000	   
3	0.00000000	0.90000000	   
4	0.00000000	0.85000000	   
5	0.00000000	0.80000000	   
6	0.00000000	0.75000000	   
7	0.00000000	0.70000000	   
8	0.00000000	0.65000000	   
9	0.00000000	0.60000000	   
10	0.00000000	0.55000000	   
11	0.00000000	0.50000000	   
12	0.00000000	0.45000000	   
13	0.00000000	0.40000000	   
14	0.00000000	0.35000000	   
15	0.00000000	0.30000000	   
16	0.00000000	0.25000000	   
17	0.00000000	0.20000000	   
18	0.00000000	0.15000000	   
19	0.00000000	0.10000000	   
20	0.00000000	0.05000000	   
21	0.00000000	0.00000000	   
22	0.05000000	1.00000000	   
23	0.05000000	0.95000000	   
24	0.05000000	0.90000000	   
25	0.05000000	0.85000000	   
26	0.05000000	0.80000000	   
27	0.05000000	0.75000000	   
28	0.05000000	0.70000000	   
29	0.05000000	0.65000000	   
30	0.05000000	0.60000000	   
31	0.05000000	0.55000000	   
32	0.05000000	0.50000000	   
33	0.05000000	0.45000000	   
34	0.05000000	0.40000000	   
35	0.05000000	0.35000000	   
36	0.05000000	0.30000000	   
37	0.05000000	0.25000000	   
38	0.05000000	0.20000000	   
39	0.05000000	0.15000000	   
40	0.05000000	0.10000000	   
41	0.05000000	0.05000000	   
42	0.05000000	0.00000000	   
43	0.10000000	1.00000000	   
44	0.10000000	0.95000000	   
45	0.10000000	0.90000000	   
46	0.10000000	0.85000000	   
47	0.10000000	0.80000000	   
48	0.10000000	0.75000000	   
49	0.10000000	0.70000000	   
50	0.10000000	0.65000000	   
51	0.10000000	0.60000000	   
52	0.10000000	0.55000000	   
53	0.10000000	0.50000000	   
54	0.10000000	0.45000000	   
55	0.10000000	0.40000000	   
56	0.10000000	0.35000000	   
57	0.10000000	0.30000000	   
58	0.10000000	0.25000000	   
59	0.10000000	0.20000000	   
60	0.10000000	0.15000000	   
61	0.10000000	0.10000000	   
62	0.10000000	0.05000000	   
63	0.10000000	0.00000000	   
64	0.15000000	1.00000000	   
65	0.15000000	0.95000000	   
66	0.15000000	0.90000000	   
67	0.15000000	0.85000000	   
68	0.15000000	0.80000000	   
69	0.15000000	0.75000000	   
70	0.15000000	0.70000000	   
71	0.15000000	0.65000000	   
72	0.15000000	0.60000000	   
73	0.15000000	0.55000000	   
74	0.15000000	0.50000000	   
75	0.15000000	0.45000000	   
76	0.15000000	0.40000000	   
77	0.15000000	0.35000000	   
78	0.15000000	0.30000000	   
79	0.15000000	0.25000000	   
80	0.15000000	0.20000000	   
81	0.15000000	0.15000000	   
82	0.15000000	0.10000000	   
83	0.15000000	0.05000000	   
84	0.15000000	0.00000000	   
85	0.20000000	1.00000000	   
86	0.20000000	0.95000000	   
87	0.20000000	0.90000000	   
88	0.20000000	0.85000000	   
89	0.20000000	0.80000000	   
90	0.20000000	0.75000000	   
91	0.20000000	0.70000000	   
92	0.20000000	0.65000000	   
93	0.20000000	0.60000000	   
94	0.20000000	0.55000000	   
95	0.20000000	0.50000000	   
96	0.20000000	0.45000000	   
97	0.20000000	0.40000000	   
98	0.20000000	0.35000000	   
99	0.20000000	0.30000000	   
100	0.20000000	0.25000000	   
101	0.20000000	0.20000000	   
102	0.20000000	0.15000000	   
103	0.20000000	0.10000000	   
